"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2022","810.42","820.27","820.27","810.04","26.45M","-1.43%"
"06/29/2022","822.15","821.87","827.35","816.46","17.00M","-0.21%"
"06/28/2022","823.92","824.21","829.87","818.86","13.92M","0.09%"
"06/27/2022","823.18","839.56","845.82","821.39","15.89M","-1.40%"
"06/24/2022","834.83","839.13","843.58","833.54","25.64M","-0.17%"
"06/23/2022","836.23","836.26","843.91","833.54","26.33M","-0.03%"
"06/22/2022","836.48","835.39","837.80","829.77","21.75M","-0.50%"
"06/21/2022","840.69","836.46","846.26","836.30","19.38M","1.07%"
"06/20/2022","831.81","828.04","835.35","828.04","12.40M","0.78%"
"06/17/2022","825.41","815.92","834.79","814.37","79.73M","1.24%"
"06/16/2022","815.27","837.41","837.41","813.60","26.37M","-2.82%"
"06/15/2022","838.94","825.36","839.54","825.36","28.42M","1.96%"
"06/14/2022","822.84","854.05","854.05","818.56","39.23M","-4.60%"
"06/10/2022","862.55","879.17","879.17","859.69","29.96M","-2.72%"
"06/09/2022","886.64","891.49","897.91","885.28","14.65M","-0.80%"
"06/08/2022","893.82","892.08","896.01","889.77","16.81M","0.23%"
"06/07/2022","891.81","897.60","899.17","887.70","17.68M","-0.94%"
"06/06/2022","900.28","897.49","904.30","897.49","14.10M","0.38%"
"06/03/2022","896.89","892.51","898.43","892.51","16.97M","0.74%"
"06/02/2022","890.28","901.23","901.96","890.28","25.29M","-1.08%"
"06/01/2022","899.97","893.72","903.80","892.55","31.75M","1.04%"
"05/31/2022","890.70","891.77","894.74","886.25","135.71M","-0.12%"
"05/30/2022","891.80","895.26","901.17","890.41","24.48M","0.04%"
"05/27/2022","891.41","891.74","893.19","888.09","30.40M","0.46%"
"05/26/2022","887.32","876.71","888.99","876.33","31.60M","1.60%"
"05/25/2022","873.37","864.55","876.82","864.55","19.33M","1.15%"
"05/24/2022","863.41","859.43","869.96","857.46","22.82M","0.42%"
"05/23/2022","859.79","867.38","871.95","857.62","28.96M","-0.03%"
"05/20/2022","860.06","853.13","861.81","853.13","29.03M","1.04%"
"05/19/2022","851.20","858.00","858.00","838.37","41.36M","-1.79%"
"05/18/2022","866.73","870.13","871.07","864.61","27.21M","-0.12%"
"05/17/2022","867.80","864.98","871.35","864.98","31.45M","0.98%"
"05/16/2022","859.38","866.29","871.26","855.26","27.58M","-0.88%"
"05/13/2022","867.03","851.93","873.55","851.93","36.25M","2.43%"
"05/12/2022","846.46","855.34","859.41","844.53","42.66M","-1.88%"
"05/11/2022","862.66","862.54","877.25","859.71","34.07M","0.21%"
"05/10/2022","860.85","859.49","873.35","848.84","36.16M","0.19%"
"05/09/2022","859.18","862.25","869.85","855.94","28.41M","-0.87%"
"05/06/2022","866.75","880.75","880.75","864.05","38.72M","-2.44%"
"05/05/2022","888.47","908.53","915.37","888.43","22.09M","-1.32%"
"05/04/2022","900.35","902.93","904.07","894.98","17.85M","-0.01%"
"05/03/2022","900.45","920.77","921.63","892.42","34.30M","-2.38%"
"04/29/2022","922.43","926.48","931.12","919.05","22.48M","-0.29%"
"04/28/2022","925.07","925.23","932.99","921.75","18.70M","0.71%"
"04/27/2022","918.56","932.01","932.01","913.71","29.31M","-2.17%"
"04/26/2022","938.93","943.65","951.02","937.49","30.80M","-1.13%"
"04/21/2022","949.68","942.74","951.95","942.74","43.58M","0.96%"
"04/20/2022","940.69","930.05","944.32","928.47","42.01M","1.54%"
"04/19/2022","926.41","921.00","927.94","916.32","22.34M","0.81%"
"04/14/2022","918.96","925.21","928.12","918.15","20.56M","-0.57%"
"04/13/2022","924.20","920.41","927.99","919.55","18.18M","0.31%"
"04/12/2022","921.37","907.76","923.66","906.87","30.38M","0.42%"
"04/11/2022","917.52","907.72","917.89","904.69","22.52M","1.24%"
"04/08/2022","906.26","894.63","908.35","894.63","25.46M","1.73%"
"04/07/2022","890.85","886.83","894.20","885.66","16.08M","0.75%"
"04/06/2022","884.20","890.18","891.80","882.74","21.89M","-0.95%"
"04/05/2022","892.68","895.83","901.29","890.56","21.81M","-0.09%"
"04/04/2022","893.47","888.50","895.31","886.38","15.19M","0.31%"
"04/01/2022","890.70","878.05","890.70","878.05","14.11M","1.28%"
"03/31/2022","879.45","888.44","893.09","879.45","23.11M","-0.59%"
"03/30/2022","884.70","886.03","891.74","877.58","21.38M","-0.59%"
"03/29/2022","889.97","868.12","893.06","868.12","37.56M","3.25%"
"03/28/2022","861.98","847.97","864.95","847.97","23.13M","2.24%"
"03/24/2022","843.11","859.18","859.87","843.11","17.65M","-1.38%"
"03/23/2022","854.88","869.41","873.34","848.27","17.70M","-1.46%"
"03/22/2022","867.54","864.15","867.54","859.59","15.47M","0.96%"
"03/21/2022","859.32","867.03","870.21","854.90","15.90M","-0.41%"
"03/18/2022","862.86","862.79","863.70","852.65","40.75M","0.09%"
"03/17/2022","862.09","878.28","878.82","855.32","50.68M","-1.14%"
"03/16/2022","871.99","831.35","872.32","831.35","45.44M","5.68%"
"03/15/2022","825.16","826.20","831.94","814.77","26.66M","-0.59%"
"03/14/2022","830.02","832.34","849.79","829.99","31.69M","0.25%"
"03/11/2022","827.96","807.15","836.86","806.55","53.59M","3.05%"
"03/10/2022","803.47","825.23","828.79","802.29","50.58M","-2.37%"
"03/09/2022","822.97","797.97","827.11","797.97","47.06M","4.22%"
"03/08/2022","789.66","814.95","814.95","788.83","75.51M","-3.90%"
"03/04/2022","821.74","846.52","846.52","815.96","46.35M","-3.85%"
"03/03/2022","854.62","856.68","862.80","849.57","35.50M","0.30%"
"03/02/2022","852.10","860.58","862.14","833.56","84.85M","-1.66%"
"03/01/2022","866.48","889.72","890.10","859.21","48.67M","-2.82%"
"02/28/2022","891.58","918.58","918.58","878.08","75.16M","-3.85%"
"02/25/2022","927.25","897.18","930.19","897.18","48.85M","4.38%"
"02/24/2022","888.31","940.11","940.11","882.77","62.53M","-6.42%"
"02/23/2022","949.22","944.71","952.33","943.72","19.72M","0.53%"
"02/22/2022","944.18","936.48","946.20","929.08","28.11M","-0.54%"
"02/21/2022","949.26","959.03","964.33","946.45","19.70M","-0.70%"
"02/18/2022","955.93","954.36","959.13","950.84","17.09M","0.06%"
"02/17/2022","955.37","963.16","963.52","953.68","18.32M","-0.85%"
"02/16/2022","963.60","968.44","973.27","960.55","39.58M","0.18%"
"02/15/2022","961.85","953.31","965.55","953.31","29.51M","1.17%"
"02/14/2022","950.70","959.67","959.67","935.85","45.27M","-2.10%"
"02/11/2022","971.09","961.85","971.19","955.96","53.79M","0.73%"
"02/10/2022","964.05","962.37","967.78","957.95","41.15M","0.39%"
"02/09/2022","960.32","953.39","960.74","950.30","51.12M","1.94%"
"02/08/2022","942.06","939.19","942.37","931.97","47.61M","0.42%"
"02/07/2022","938.09","946.00","947.31","938.09","30.65M","-0.73%"
"02/04/2022","945.00","947.54","951.44","940.80","28.37M","-0.12%"
"02/03/2022","946.13","953.61","954.61","945.24","21.21M","-0.90%"
"02/02/2022","954.72","949.57","955.83","949.57","23.24M","0.72%"
"02/01/2022","947.88","940.39","949.70","940.39","38.26M","1.19%"
"01/31/2022","936.77","933.32","939.95","933.08","38.37M","1.34%"
"01/28/2022","924.42","932.01","934.83","918.19","29.83M","-1.09%"
"01/27/2022","934.58","927.32","935.54","924.33","24.93M","0.17%"
"01/26/2022","932.96","920.23","933.34","920.23","34.99M","2.15%"
"01/25/2022","913.36","918.39","923.03","911.83","31.79M","-0.16%"
"01/24/2022","914.84","940.85","941.33","912.85","40.99M","-2.93%"
"01/21/2022","942.46","950.31","951.36","939.42","50.18M","-1.58%"
"01/20/2022","957.60","953.23","959.59","949.80","31.22M","0.63%"
"01/19/2022","951.65","942.27","952.42","941.56","22.90M","0.74%"
"01/18/2022","944.64","952.39","953.22","942.66","21.75M","-1.22%"
"01/17/2022","956.28","951.66","959.44","951.66","23.06M","0.73%"
"01/14/2022","949.39","951.20","951.45","942.59","40.92M","-0.67%"
"01/13/2022","955.76","948.48","960.88","946.45","54.24M","0.57%"
"01/12/2022","950.38","938.13","952.32","935.54","45.28M","1.69%"
"01/11/2022","934.61","919.85","934.82","919.85","50.46M","1.76%"
"01/10/2022","918.41","909.67","923.93","909.67","49.14M","1.32%"
"01/07/2022","906.48","903.91","908.40","901.86","30.23M","0.09%"
"01/05/2022","905.70","907.06","910.16","903.51","17.98M","-0.26%"
"01/04/2022","908.08","902.75","908.12","902.02","18.14M","1.03%"
"01/03/2022","898.84","895.54","900.66","895.19","10.79M","0.62%"
"12/31/2021","893.34","891.95","894.04","890.89","8.90M","0.29%"
"12/30/2021","890.76","893.25","895.16","889.90","11.75M","-0.32%"
"12/29/2021","893.61","887.21","895.57","887.21","12.16M","0.49%"
"12/28/2021","889.29","886.23","892.09","886.18","13.60M","0.38%"
"12/27/2021","885.91","888.53","889.54","884.85","35.90M","-0.54%"
"12/23/2021","890.73","883.44","890.88","883.44","11.18M","0.76%"
"12/22/2021","884.03","880.59","885.15","880.59","12.21M","0.32%"
"12/21/2021","881.19","880.23","884.78","879.26","13.95M","0.49%"
"12/20/2021","876.93","877.40","877.40","865.49","16.43M","-1.19%"
"12/17/2021","887.50","892.36","892.42","883.57","26.45M","-0.60%"
"12/16/2021","892.83","888.35","894.90","887.81","17.55M","1.07%"
"12/15/2021","883.36","883.89","889.11","880.17","12.89M","-0.23%"
"12/14/2021","885.40","888.44","889.61","879.68","17.76M","-0.29%"
"12/13/2021","887.96","900.35","904.32","887.14","12.58M","-1.19%"
"12/10/2021","898.63","896.05","900.32","893.90","10.27M","0.04%"
"12/09/2021","898.29","894.42","898.29","893.59","14.91M","0.60%"
"12/08/2021","892.92","891.94","896.53","890.81","15.21M","0.12%"
"12/07/2021","891.84","885.89","893.22","885.88","20.52M","1.54%"
"12/06/2021","878.34","878.83","883.08","874.46","18.64M","-0.10%"
"12/03/2021","879.23","878.75","886.49","878.75","24.17M","0.27%"
"12/02/2021","876.89","875.06","879.84","869.85","13.15M","-0.04%"
"12/01/2021","877.24","869.48","878.36","869.48","24.36M","1.10%"
"11/30/2021","867.71","865.23","867.82","857.87","51.32M","-0.42%"
"11/29/2021","871.34","864.05","875.48","863.98","27.24M","1.44%"
"11/26/2021","858.93","892.51","892.51","857.92","56.00M","-4.45%"
"11/25/2021","898.97","892.71","899.17","891.58","9.65M","1.06%"
"11/24/2021","889.58","892.40","897.08","888.05","18.13M","-0.60%"
"11/23/2021","894.94","905.85","905.85","894.26","27.80M","-1.81%"
"11/22/2021","911.43","913.25","923.27","909.07","19.97M","-0.39%"
"11/19/2021","915.02","923.30","926.28","910.47","26.56M","-0.87%"
"11/18/2021","923.07","920.30","927.67","920.30","23.44M","0.57%"
"11/17/2021","917.87","910.74","918.89","910.49","31.07M","0.87%"
"11/16/2021","909.99","911.57","919.80","909.79","48.69M","-0.07%"
"11/15/2021","910.63","914.13","914.48","909.88","15.20M","-0.36%"
"11/12/2021","913.94","918.69","922.52","913.94","13.60M","-0.42%"
"11/11/2021","917.80","916.59","918.21","911.90","19.80M","-0.03%"
"11/10/2021","918.06","920.92","920.92","913.11","15.77M","-0.27%"
"11/09/2021","920.52","920.66","924.30","919.19","16.79M","-0.08%"
"11/08/2021","921.26","908.46","922.15","905.10","20.83M","1.59%"
"11/05/2021","906.85","909.62","910.29","899.03","19.44M","-0.19%"
"11/04/2021","908.62","908.73","912.34","907.22","16.50M","0.06%"
"11/03/2021","908.12","905.53","911.78","905.53","23.67M","0.40%"
"11/02/2021","904.47","904.67","906.31","902.59","25.03M","-0.08%"
"11/01/2021","905.16","901.40","910.41","901.40","17.33M","0.79%"
"10/29/2021","898.06","906.81","907.02","894.58","33.40M","-0.94%"
"10/27/2021","906.57","902.89","907.14","901.58","18.24M","0.50%"
"10/26/2021","902.09","903.39","906.31","901.33","18.64M","0.10%"
"10/25/2021","901.15","908.81","908.81","899.62","49.98M","-0.43%"
"10/22/2021","905.04","906.64","911.46","905.04","22.05M","-0.05%"
"10/21/2021","905.53","908.44","908.44","902.58","23.23M","-0.29%"
"10/20/2021","908.13","899.72","908.18","899.41","37.87M","1.02%"
"10/19/2021","898.96","890.97","898.96","890.47","20.63M","0.86%"
"10/18/2021","891.30","894.03","899.03","889.92","28.84M","-0.38%"
"10/15/2021","894.74","891.12","894.96","889.39","19.89M","0.69%"
"10/14/2021","888.59","886.01","891.00","884.72","10.46M","0.51%"
"10/13/2021","884.11","890.03","895.79","883.76","15.14M","-0.73%"
"10/12/2021","890.61","880.11","890.61","879.60","21.68M","0.74%"
"10/11/2021","884.05","891.32","891.47","883.51","12.73M","-0.96%"
"10/08/2021","892.60","889.49","896.07","886.89","26.34M","0.39%"
"10/07/2021","889.09","879.64","891.25","879.64","41.75M","1.45%"
"10/06/2021","876.37","880.23","880.58","873.12","18.16M","-0.65%"
"10/05/2021","882.10","869.27","882.18","868.86","13.22M","1.17%"
"10/04/2021","871.88","869.84","876.98","868.71","12.17M","0.09%"
"10/01/2021","871.06","860.45","872.52","853.87","14.38M","0.66%"
"09/30/2021","865.34","868.77","873.17","861.58","27.60M","-0.12%"
"09/29/2021","866.35","859.85","867.16","854.86","17.02M","0.73%"
"09/28/2021","860.03","874.41","874.74","860.03","15.97M","-1.76%"
"09/27/2021","875.43","871.71","879.57","871.71","19.05M","0.27%"
"09/24/2021","873.10","882.08","882.08","866.52","33.06M","-1.54%"
"09/23/2021","886.72","897.69","902.66","884.03","22.79M","-0.85%"
"09/22/2021","894.30","895.33","897.67","891.54","15.94M","0.00%"
"09/21/2021","894.33","892.72","898.25","887.56","33.70M","0.25%"
"09/20/2021","892.13","902.34","902.34","886.07","30.25M","-2.27%"
"09/17/2021","912.81","911.10","913.56","905.24","55.80M","0.40%"
"09/16/2021","909.16","905.84","909.45","905.84","18.46M","0.56%"
"09/15/2021","904.10","906.64","907.48","901.91","18.78M","-0.30%"
"09/14/2021","906.81","905.86","907.08","900.13","20.75M","0.16%"
"09/13/2021","905.37","904.71","910.25","903.29","19.36M","0.47%"
"09/10/2021","901.13","898.76","904.63","897.27","25.39M","0.21%"
"09/09/2021","899.22","904.05","904.14","892.62","48.31M","-0.69%"
"09/08/2021","905.48","905.65","905.65","894.83","23.29M","-0.42%"
"09/07/2021","909.29","915.58","917.62","909.26","14.75M","-0.69%"
"09/06/2021","915.62","916.64","920.61","910.21","16.47M","0.06%"
"09/03/2021","915.05","916.34","919.74","912.98","20.29M","-0.22%"
"09/02/2021","917.06","920.40","921.30","913.12","15.23M","-0.11%"
"09/01/2021","918.06","926.45","928.87","918.06","44.76M","-0.55%"
"08/31/2021","923.15","929.76","931.94","920.75","44.88M","-0.66%"
"08/30/2021","929.26","915.29","929.26","915.29","30.03M","1.63%"
"08/27/2021","914.39","914.77","915.96","912.82","12.66M","-0.15%"
"08/26/2021","915.75","913.89","916.42","911.83","17.87M","0.14%"
"08/25/2021","914.43","907.93","915.46","907.34","23.17M","0.76%"
"08/24/2021","907.56","899.24","911.17","899.24","20.29M","1.13%"
"08/23/2021","897.44","886.69","899.00","886.69","18.23M","1.62%"
"08/20/2021","883.11","880.01","886.47","878.95","16.14M","0.13%"
"08/19/2021","881.95","894.09","894.09","878.33","17.03M","-1.85%"
"08/18/2021","898.58","900.65","902.26","896.59","11.93M","-0.14%"
"08/17/2021","899.88","899.09","901.79","895.31","23.18M","0.11%"
"08/16/2021","898.90","893.97","899.07","889.98","13.76M","0.40%"
"08/13/2021","895.29","893.12","897.06","892.60","18.71M","0.15%"
"08/12/2021","893.98","899.41","902.79","893.26","15.50M","-0.68%"
"08/11/2021","900.10","897.61","900.44","896.30","27.85M","0.33%"
"08/10/2021","897.15","891.71","897.68","891.71","16.70M","0.46%"
"08/09/2021","893.07","890.56","895.42","887.15","15.63M","-0.04%"
"08/06/2021","893.47","902.06","902.71","890.34","14.65M","-1.09%"
"08/05/2021","903.33","898.21","904.67","898.21","24.25M","0.85%"
"08/04/2021","895.71","895.99","899.59","895.29","25.15M","0.06%"
"08/03/2021","895.19","896.62","901.19","893.35","24.09M","-0.25%"
"08/02/2021","897.45","889.85","898.02","889.85","21.54M","1.03%"
"07/30/2021","888.26","884.35","888.26","880.41","31.54M","0.63%"
"07/29/2021","882.74","878.30","884.96","878.07","17.96M","0.54%"
"07/28/2021","877.99","876.19","881.52","872.24","14.92M","0.19%"
"07/27/2021","876.35","868.70","877.25","866.51","15.84M","0.74%"
"07/26/2021","869.90","864.52","870.13","860.13","9.47M","0.63%"
"07/23/2021","864.44","859.59","864.82","859.59","12.57M","0.74%"
"07/22/2021","858.13","857.19","862.18","854.67","11.50M","0.46%"
"07/21/2021","854.22","840.82","854.43","840.82","16.80M","1.83%"
"07/20/2021","838.83","837.39","842.80","834.51","21.15M","0.68%"
"07/19/2021","833.16","864.78","864.78","830.07","45.99M","-3.88%"
"07/16/2021","866.81","864.35","870.10","863.96","14.03M","0.35%"
"07/15/2021","863.78","868.74","870.79","862.17","22.73M","-0.84%"
"07/14/2021","871.07","868.67","873.43","865.06","86.00M","0.16%"
"07/13/2021","869.72","873.12","874.34","866.97","238.91M","-0.47%"
"07/12/2021","873.87","875.76","885.52","873.04","74.50M","-0.04%"
"07/09/2021","874.25","858.47","875.23","858.47","46.83M","1.72%"
"07/08/2021","859.46","874.27","874.27","856.73","21.08M","-2.02%"
"07/07/2021","877.22","879.34","883.66","876.91","15.51M","-0.15%"
"07/06/2021","878.55","876.07","878.90","870.51","40.89M","0.18%"
"07/05/2021","876.96","885.42","886.11","875.43","13.91M","-1.09%"
"07/02/2021","886.66","889.38","892.87","884.51","20.47M","-0.17%"
"07/01/2021","888.13","889.01","891.86","887.48","25.30M","0.37%"
"06/30/2021","884.89","894.20","895.44","883.96","35.79M","-0.97%"
"06/29/2021","893.60","901.97","904.13","891.76","24.35M","-1.08%"
"06/28/2021","903.34","910.43","910.78","901.75","16.09M","-0.49%"
"06/25/2021","907.76","909.21","909.30","903.36","18.81M","-0.23%"
"06/24/2021","909.84","909.66","912.78","908.01","23.97M","-0.05%"
"06/23/2021","910.34","909.30","914.87","909.30","18.15M","0.25%"
"06/22/2021","908.10","906.04","912.03","905.19","30.98M","0.28%"
"06/18/2021","905.55","914.69","915.84","905.49","35.71M","-1.01%"
"06/17/2021","914.77","912.76","916.43","909.45","46.16M","0.35%"
"06/16/2021","911.60","920.05","920.05","911.02","24.07M","-0.92%"
"06/15/2021","920.03","926.31","927.56","918.71","26.26M","-0.78%"
"06/14/2021","927.29","927.23","928.29","922.30","27.89M","0.16%"
"06/11/2021","925.83","924.31","926.32","923.62","40.24M","0.17%"
"06/10/2021","924.30","911.32","924.54","911.32","45.04M","1.20%"
"06/09/2021","913.34","912.40","915.08","910.16","38.73M","-0.02%"
"06/08/2021","913.48","900.73","913.78","900.73","27.71M","1.27%"
"06/07/2021","902.02","901.87","907.05","901.17","21.77M","0.05%"
"06/04/2021","901.60","895.84","903.15","894.14","30.76M","0.74%"
"06/03/2021","894.94","897.66","899.85","892.51","20.18M","-0.62%"
"06/02/2021","900.49","894.66","902.26","894.66","50.30M","0.71%"
"06/01/2021","894.13","897.48","898.65","890.94","41.47M","-0.08%"
"05/31/2021","894.85","889.93","894.90","889.93","20.20M","0.82%"
"05/28/2021","887.60","885.51","892.50","885.51","51.15M","0.48%"
"05/27/2021","883.39","874.24","887.91","873.00","263.32M","1.12%"
"05/26/2021","873.61","871.70","878.44","869.81","40.50M","0.63%"
"05/25/2021","868.11","881.39","883.17","868.02","50.88M","-1.38%"
"05/24/2021","880.26","869.19","881.01","869.19","73.15M","1.46%"
"05/21/2021","867.56","891.67","892.69","852.54","152.08M","-2.35%"
"05/20/2021","888.41","881.82","890.35","874.92","42.93M","0.84%"
"05/19/2021","881.04","894.96","896.01","879.15","39.49M","-2.18%"
"05/18/2021","900.65","906.82","910.28","900.65","32.11M","-0.31%"
"05/17/2021","903.48","907.75","914.23","902.73","46.28M","-0.40%"
"05/14/2021","907.08","903.44","907.42","897.86","52.91M","0.85%"
"05/13/2021","899.42","884.79","903.67","880.03","43.75M","0.53%"
"05/12/2021","894.70","896.09","901.88","890.76","49.40M","-0.15%"
"05/11/2021","896.04","896.39","896.39","886.58","45.24M","-1.11%"
"05/10/2021","906.07","901.25","912.68","900.89","47.56M","1.01%"
"05/07/2021","897.01","910.11","911.67","891.85","133.19M","-1.45%"
"05/06/2021","910.21","911.09","917.30","908.14","48.33M","-0.13%"
"05/05/2021","911.42","913.76","914.71","908.44","32.42M","0.12%"
"04/29/2021","910.37","912.53","919.05","910.37","29.95M","0.00%"
"04/28/2021","910.37","904.36","910.71","897.35","29.72M","0.77%"
"04/27/2021","903.44","914.62","918.95","903.44","32.23M","-1.06%"
"04/26/2021","913.12","906.61","919.21","906.61","38.84M","1.51%"
"04/23/2021","899.58","894.76","899.58","890.89","37.94M","0.65%"
"04/22/2021","893.76","878.43","896.82","878.43","43.93M","2.09%"
"04/21/2021","875.44","876.74","881.05","870.39","37.35M","-0.15%"
"04/20/2021","876.76","874.29","883.09","869.50","39.60M","0.11%"
"04/19/2021","875.76","895.36","896.29","873.34","35.19M","-2.54%"
"04/16/2021","898.63","904.10","907.74","897.47","30.15M","-0.74%"
"04/15/2021","905.31","904.04","907.05","902.52","48.45M","0.36%"
"04/14/2021","902.04","899.58","902.90","895.13","47.75M","0.24%"
"04/13/2021","899.90","900.15","903.22","894.73","44.03M","0.26%"
"04/12/2021","897.55","894.26","903.45","893.62","53.50M","0.66%"
"04/09/2021","891.69","883.18","891.69","882.73","43.39M","0.78%"
"04/08/2021","884.77","881.44","886.15","880.98","49.39M","0.37%"
"04/07/2021","881.49","879.00","884.50","875.91","62.46M","0.51%"
"04/06/2021","877.04","879.07","885.92","876.26","56.72M","0.21%"
"04/01/2021","875.22","866.89","876.60","866.89","40.05M","1.18%"
"03/31/2021","865.05","873.23","874.55","863.44","34.59M","-0.98%"
"03/30/2021","873.62","865.80","873.62","862.05","40.04M","1.25%"
"03/29/2021","862.83","855.48","870.06","855.48","39.94M","1.29%"
"03/26/2021","851.82","840.30","853.63","840.10","40.89M","1.76%"
"03/24/2021","837.09","830.59","838.61","829.33","38.94M","0.63%"
"03/23/2021","831.86","831.22","836.65","823.73","79.72M","-0.02%"
"03/22/2021","832.06","829.69","835.65","826.87","60.44M","-0.12%"
"03/19/2021","833.07","842.05","842.05","830.78","112.18M","-1.36%"
"03/18/2021","844.56","860.11","862.36","840.18","80.86M","-1.47%"
"03/17/2021","857.19","860.72","861.29","855.98","33.29M","-0.36%"
"03/16/2021","860.26","855.32","860.72","851.95","49.09M","1.23%"
"03/12/2021","849.81","849.41","850.98","843.43","38.98M","-0.03%"
"03/11/2021","850.07","844.46","850.58","843.40","38.61M","1.06%"
"03/10/2021","841.12","838.97","843.33","833.29","31.62M","0.42%"
"03/09/2021","837.61","829.18","840.74","828.73","26.06M","1.28%"
"03/08/2021","827.06","825.79","833.00","824.67","22.97M","0.25%"
"03/05/2021","825.02","814.22","825.23","811.85","31.60M","0.95%"
"03/04/2021","817.24","812.80","819.36","809.26","27.80M","0.26%"
"03/03/2021","815.10","819.17","827.68","815.03","47.55M","-0.24%"
"03/02/2021","817.03","803.70","818.07","801.77","43.61M","1.80%"
"03/01/2021","802.60","795.99","810.64","795.99","33.88M","1.29%"
"02/26/2021","792.38","777.88","792.71","777.57","37.34M","0.63%"
"02/25/2021","787.43","778.99","788.07","778.97","27.52M","1.63%"
"02/24/2021","774.80","774.91","786.14","773.66","21.69M","0.17%"
"02/23/2021","773.52","784.98","788.94","772.40","25.72M","-1.08%"
"02/22/2021","781.99","779.24","788.75","775.35","19.96M","0.07%"
"02/19/2021","781.42","782.94","790.00","781.11","21.51M","-0.10%"
"02/18/2021","782.23","790.22","795.07","782.23","25.01M","-0.83%"
"02/17/2021","788.75","792.00","796.58","785.31","26.20M","-0.90%"
"02/16/2021","795.91","799.16","803.94","794.48","21.79M","-0.06%"
"02/15/2021","796.38","779.04","797.23","779.04","30.93M","2.61%"
"02/12/2021","776.09","773.97","778.77","772.86","19.91M","0.22%"
"02/11/2021","774.38","762.97","779.40","762.97","31.09M","1.51%"
"02/10/2021","762.83","756.51","766.51","753.97","29.47M","0.79%"
"02/09/2021","756.88","776.37","776.37","756.88","25.74M","-2.72%"
"02/08/2021","778.01","767.91","781.05","767.91","21.56M","1.75%"
"02/05/2021","764.60","762.61","770.58","762.05","19.15M","0.50%"
"02/04/2021","760.78","763.73","766.23","756.90","12.64M","-0.46%"
"02/03/2021","764.33","765.79","767.75","759.05","22.43M","0.49%"
"02/02/2021","760.59","753.42","769.91","753.42","26.94M","1.45%"
"02/01/2021","749.73","749.50","755.53","744.48","17.87M","0.04%"
"01/29/2021","749.46","749.36","757.65","742.24","29.29M","-0.64%"
"01/28/2021","754.25","738.55","756.01","726.02","61.71M","1.45%"
"01/27/2021","743.49","762.54","769.59","740.61","41.82M","-2.77%"
"01/26/2021","764.70","762.73","772.57","761.70","23.48M","0.34%"
"01/25/2021","762.13","779.22","779.85","755.61","41.13M","-2.16%"
"01/22/2021","778.98","792.72","792.72","774.24","31.92M","-2.23%"
"01/21/2021","796.77","805.27","808.84","795.99","23.88M","-0.50%"
"01/20/2021","800.76","802.08","806.74","796.12","24.54M","0.10%"
"01/19/2021","799.97","790.52","803.97","790.52","25.73M","1.55%"
"01/18/2021","787.76","790.96","794.58","787.25","14.20M","-0.30%"
"01/15/2021","790.14","790.34","792.54","784.37","28.76M","-0.49%"
"01/14/2021","794.03","804.06","811.15","794.03","26.58M","-1.02%"
"01/13/2021","802.19","798.37","806.73","794.97","24.27M","0.69%"
"01/12/2021","796.73","800.87","806.89","794.52","26.74M","-0.48%"
"01/11/2021","800.56","817.84","817.84","798.55","37.39M","-2.28%"
"01/08/2021","819.27","822.47","826.60","812.81","50.26M","-0.09%"
"01/07/2021","820.03","816.47","827.19","816.47","46.13M","0.79%"
"01/05/2021","813.62","815.03","817.70","807.02","34.37M","-1.05%"
"01/04/2021","822.22","814.59","824.33","812.11","36.79M","1.64%"
"12/31/2020","808.99","807.29","813.51","804.55","16.34M","-0.01%"
"12/30/2020","809.08","810.98","812.70","803.11","24.56M","-0.02%"
"12/29/2020","809.22","814.49","818.02","807.56","26.31M","-0.15%"
"12/28/2020","810.44","793.91","811.08","793.91","34.81M","2.92%"
"12/23/2020","787.48","785.07","789.32","780.30","20.28M","0.93%"
"12/22/2020","780.21","774.20","787.04","774.20","25.39M","1.38%"
"12/21/2020","769.62","793.88","793.88","749.59","70.82M","-3.80%"
"12/18/2020","800.06","791.91","801.13","790.11","43.61M","1.17%"
"12/17/2020","790.77","796.35","798.39","786.96","35.84M","-0.19%"
"12/16/2020","792.31","791.85","802.70","790.66","53.88M","0.63%"
"12/15/2020","787.32","787.82","791.84","781.41","28.32M","-0.09%"
"12/14/2020","788.02","783.77","802.27","783.77","53.90M","1.15%"
"12/11/2020","779.04","771.50","785.25","759.18","81.75M","0.61%"
"12/10/2020","774.32","793.51","793.75","771.13","67.71M","-2.72%"
"12/09/2020","796.01","798.28","804.58","796.01","71.69M","0.61%"
"12/08/2020","791.17","787.81","791.17","782.12","42.18M","0.55%"
"12/07/2020","786.85","784.39","794.64","780.41","52.30M","0.24%"
"12/04/2020","784.95","768.03","789.42","764.98","46.82M","2.36%"
"12/03/2020","766.82","758.61","766.84","752.81","41.72M","0.97%"
"12/02/2020","759.47","758.76","768.66","756.25","66.54M","0.16%"
"12/01/2020","758.22","741.87","761.61","741.65","96.34M","2.89%"
"11/30/2020","736.92","735.56","740.45","730.59","63.41M","0.04%"
"11/27/2020","736.60","729.29","737.45","726.43","46.84M","1.33%"
"11/26/2020","726.92","707.49","726.96","702.48","43.73M","3.08%"
"11/25/2020","705.21","706.50","709.44","698.67","40.24M","0.34%"
